x,y,z,t,u
0.635967934,0.164201707,0.850734539,0.1992884,0.286916057
0.395983311,0.028208264,0.41694404,0.939413928,0.016814262
0.913708029,0.209950565,0.201664927,0.645544012,0.052290127
0.033878622,0.572772423,0.220504287,0.84846954,0.030334349
0.754732363,0.263955549,0.615518116,0.802246116,0.044326281
0.577486905,0.344085434,0.235166462,0.261154073,0.266597477
0.500632698,0.413733481,0.610125523,0.634630597,0.073597354
0.060204368,0.41622239,0.808055167,0.102548231,0.456653414
0.627810308,0.53392639,0.694327369,0.7806702,0.045641501
0.022329883,0.153296465,0.785933769,0.973913716,0.019275576
0.359010011,0.641544394,0.70937713,0.53093234,0.097296864
0.111863206,0.238124397,0.140471909,0.463686186,0.095222935
0.129689274,0.933965752,0.440176475,0.387443697,0.186564574
0.804502894,0.309159385,0.116668672,0.997124,0.021903485
0.363335749,0.986868548,0.446527941,0.880695892,0.053285025
0.766702908,0.800465989,0.387164888,0.443507316,0.170092596
0.406455684,0.734555895,0.093538564,0.135624595,0.438759137
0.644596148,0.846647437,0.856051752,0.889084223,0.049268582
0.548668656,0.5593142,0.214294267,0.307159953,0.213044875
0.933234406,0.776773082,0.528866839,0.092920857,0.568612508
0.532550781,0.192503726,0.694225489,0.914354688,0.027793561
0.832612066,0.42789662,0.537651937,0.89546871,0.029769524
0.018438354,0.238790794,0.135271306,0.730460157,0.038563558
0.316792314,0.240129175,0.518476541,0.24088907,0.243377892
0.887793666,0.457986658,0.4345101,0.369553258,0.151211312
0.309481312,0.359286951,0.181541524,0.659407918,0.045792699
0.027815012,0.251872012,0.526499164,0.618890185,0.051338936
0.941485439,0.500900755,0.06074384,0.774824438,0.050009929
0.518413334,0.900753922,0.528872869,0.652177382,0.083850788
0.222398641,0.519786833,0.369512188,0.066961556,0.58880319
0.044219464,0.82892369,0.719314073,0.42911415,0.12157511
0.294320692,0.974035421,0.871927649,0.23630068,0.331318274
0.225149843,0.993839695,0.466386263,0.288454502,0.210657709
0.709295971,0.208278207,0.225394741,0.106190831,0.459658168
0.278673287,0.930179762,0.789184117,0.949109611,0.030417932
0.932798591,0.105923498,0.149563414,0.304310004,0.190118637
0.446930315,0.208044863,0.723534173,0.628450512,0.065314283
0.306333141,0.823097045,0.559120481,0.055347724,0.550509083
0.363376565,0.482046705,0.440869149,0.441268894,0.127714776
0.142482967,0.411168534,0.990071637,0.549595833,0.08623861
0.940475904,0.876485116,0.229282904,0.897920904,0.058339502
0.297618125,0.300795104,0.162422654,0.111123715,0.475363284
0.84186089,0.062358449,0.195842375,0.890897741,0.029558289
0.878473679,0.780694891,0.713913763,0.97636039,0.041255412
0.218081428,0.52248349,0.043985149,0.24439927,0.258630535
0.097660594,0.568476775,0.845501191,0.357827571,0.174427195
0.761428679,0.707441759,0.503029681,0.245725898,0.318482932
0.607334971,0.406238663,0.49303638,0.31054139,0.176866637
0.563201822,0.114394317,0.979126215,0.622870526,0.064392385
0.357515113,0.756759561,0.928701104,0.127183758,0.509293875
0.38997268,0.427225039,0.924683037,0.54351684,0.086909681
0.76293073,0.321705417,0.595863007,0.147547493,0.369478178
0.936344411,0.161478459,0.493014074,0.970872084,0.027646503
0.382727281,0.31583567,0.500038901,0.032138356,0.771174592
0.033437339,0.466262317,0.935108838,0.03035502,0.669788017
0.825442977,0.877470559,0.265470904,0.661039987,0.103024597
0.409916127,0.05399472,0.390234675,0.856687676,0.021067015
0.309593147,0.339147613,0.522804019,0.347573715,0.175779704
0.587296403,0.995275751,0.166236664,0.682930621,0.086871742
0.954154312,0.172159997,0.0025284,0.391789816,0.147797376
0.825072631,0.048551446,0.713782405,0.714011674,0.035173258
0.776696667,0.681959542,0.675217677,0.310743495,0.206852319
0.781209074,0.318698555,0.075242866,0.921591588,0.031000996
0.338098609,0.195037877,0.096870209,0.122184567,0.420255057
0.037289223,0.071511499,0.21454381,0.794203089,0.021307775
0.855916375,0.500953146,0.204660342,0.44015522,0.144657367
0.942475528,0.580825984,0.214186003,0.488697368,0.117975256
0.677247796,0.815597032,0.388305182,0.416631878,0.174783984
0.368297991,0.845024104,0.70816198,0.297675476,0.245680173
0.807601968,0.610696287,0.453595808,0.73356825,0.074895454
0.989658231,0.651449721,0.252387528,0.184281183,0.383020122
0.458994684,0.253759618,0.434943864,0.259383188,0.215662564
0.533408803,0.962570444,0.595158264,0.401361704,0.172352489
0.837590338,0.586001556,0.216925709,0.543494145,0.120394454
0.580187476,0.963694332,0.652335389,0.909027706,0.048752573
0.227356345,0.007893874,0.65558044,0.627723875,0.042655833
0.646003081,0.417829914,0.943198958,0.931491833,0.028014351
0.749404921,0.165721505,0.235298799,0.988686146,0.023251353
0.771459543,0.397322731,0.018752908,0.438867014,0.151221422
0.562455496,0.309488749,0.81290357,0.493801846,0.111432175
0.380879947,0.596263095,0.797421832,0.465815828,0.131910206
0.899749236,0.649445071,0.398526744,0.39929544,0.181394527
0.527091117,0.446499117,0.791708125,0.804979534,0.043771766
0.121019873,0.919341482,0.105265526,0.581299626,0.104660228
0.772493775,0.849985259,0.772481458,0.161104459,0.425683349
0.592014585,0.798932033,0.825498243,0.479822331,0.163887219
0.462138514,0.172387066,0.190459599,0.446216987,0.115203155
0.142569044,0.099395141,0.249133142,0.648091866,0.038023504
0.393114767,0.509814212,0.891018942,0.839317379,0.044672802
0.861391653,0.765823311,0.467703904,0.567577482,0.10834029
0.538155007,0.66385739,0.513804011,0.167480729,0.435985157
0.690107417,0.616457825,0.457034818,0.669207052,0.072775333
0.428269548,0.59325277,0.358936794,0.259636161,0.291922646
0.303429823,0.126256038,0.755805533,0.922850222,0.02086472
0.070061827,0.706589528,0.094859657,0.360920859,0.181615697
0.078568472,0.48846145,0.023293019,0.505387511,0.098875384
0.904972434,0.412071244,0.890994072,0.983249054,0.027648897
0.819909198,0.880303316,0.263184325,0.187904511,0.413964071
0.981498298,0.260097037,0.623830606,0.413546219,0.148882361
0.226573518,0.910499456,0.278893603,0.254085968,0.267489569
0.252457382,0.177554482,0.842552988,0.463934195,0.088258869
0.480760845,0.725988571,0.129980644,0.915586301,0.03674653
0.11246302,0.033776403,0.980917647,0.930255347,0.017984027
0.853344288,0.769452311,0.653801734,0.809998395,0.064164834
0.578305005,0.107764021,0.994816408,0.998688777,0.021391269
0.502473751,0.429185795,0.616317394,0.507303177,0.092805529
0.330913869,0.920506216,0.809530809,0.702126349,0.069771328
0.213607086,0.446387614,0.254179011,0.915040878,0.025129406
0.071795092,0.81302172,0.400139326,0.891884573,0.034801116
0.476167009,0.063060291,0.128750639,0.260712344,0.206767111
0.715206539,0.553688644,0.218545469,0.386196869,0.158872266
0.326990709,0.253268552,0.664965125,0.261244429,0.207815795
0.770003127,0.231764435,0.355074755,0.629801283,0.074613155
0.037610507,0.974453677,0.604320366,0.963896055,0.037840741
0.776672458,0.109353314,0.213517846,0.845330327,0.029076219
0.132023048,0.988552536,0.318613188,0.833915784,0.051221703
0.916363283,0.397212728,0.361638299,0.451861115,0.125021386
0.986127081,0.758656712,0.155103559,0.956897718,0.040641282
0.568052829,0.841940892,0.13777097,0.170277312,0.455904507
0.916310131,0.921747166,0.776245922,0.841173896,0.048999341
0.565313044,0.238861609,0.499695642,0.750641791,0.035747431
0.822499201,0.290611394,0.682802841,0.625561138,0.075952606
0.679049781,0.594010985,0.056377964,0.446095391,0.1664114
0.050797977,0.865519801,0.420804485,0.012690197,0.551071134
0.33403649,0.049616657,0.868134876,0.571280731,0.052732515
0.592069797,0.236067683,0.86734261,0.276823125,0.195884494
0.808298664,0.345537518,0.074956712,0.314482749,0.171265703
0.371681735,0.870420926,0.867574976,0.341412066,0.187181521
0.598765162,0.497746682,0.070169693,0.730925521,0.049743295
0.555507166,0.156184327,0.087500952,0.592137419,0.06095682
0.906307414,0.499503701,0.524724464,0.861495909,0.042348856
0.00859943,0.37277522,0.889389362,0.594303946,0.065029556
0.758071353,0.686222713,0.339797668,0.289516994,0.288739186
0.969372048,0.318748941,0.686699351,0.56454055,0.076442063
0.589076995,0.417112289,0.071281185,0.638846818,0.076132685
0.110750467,0.058056291,0.309431099,0.837580167,0.018772126
0.738641369,0.449766344,0.258218559,0.527340973,0.08923599
0.04346753,0.909784814,0.49821547,0.918522496,0.033419475
0.136710269,0.139929537,0.53606707,0.659982803,0.047499463
0.939533273,0.460084897,0.425325912,0.791829776,0.046915813
0.49789444,0.280906971,0.267683304,0.450331433,0.100907036
0.510121418,0.015317488,0.15890266,0.076168686,0.415323348
0.860921597,0.103140067,0.914389335,0.628437348,0.056324262
0.93944536,0.652735956,0.773301927,0.505157026,0.142040948
0.854764866,0.405656387,0.423803645,0.38576563,0.152264583
0.38248911,0.29051224,0.772242091,0.71087569,0.051804501
0.440043234,0.388688451,0.186008099,0.229934952,0.283106145
0.733297397,0.1840074,0.812801162,0.742517355,0.046047939
0.124319907,0.217941122,0.064112938,0.254959752,0.196084844
0.400872493,0.167947481,0.508183943,0.508232966,0.089736592
0.374219253,0.160983069,0.882150884,0.428260997,0.099654029
0.128260024,0.223966884,0.809928796,0.631347052,0.051942042
0.668778176,0.80004274,0.184788234,0.34649121,0.246421098
0.97361574,0.44750549,0.046472922,0.941843496,0.039200599
0.515570453,0.793269564,0.367607173,0.391645248,0.20720176
0.004844135,0.043050586,0.008448906,0.338976839,0.118760186
0.457893319,0.728489401,0.24557169,0.756140721,0.06817862
0.520040878,0.56242121,0.99029206,0.9754009,0.034021644
0.142267307,0.205545363,0.017543838,0.254104882,0.193402995
0.976323368,0.402723008,0.493679369,0.05507043,0.609591022
0.08265491,0.758051806,0.313971004,0.973058657,0.028149857
0.262818121,0.661392151,0.244186989,0.476981932,0.127759684
0.716278829,0.935650399,0.333274616,0.467495852,0.14618597
0.392193977,0.360223906,0.957762238,0.775052274,0.048641264
0.422749132,0.007009408,0.562335601,0.608354214,0.058208949
0.862487993,0.631734953,0.082699386,0.920372458,0.044403024
0.453496511,0.059903995,0.147020431,0.845670661,0.027377716
0.502614464,0.927940339,0.577450303,0.155711478,0.466703061
0.452316722,0.159415941,0.820744922,0.742167774,0.032999674
0.678230516,0.177124522,0.444861077,0.29071152,0.185356965
0.736421479,0.640086662,0.49132687,0.962553752,0.03462844
0.417139991,0.192887748,0.130214527,0.971993425,0.024847309
0.442222883,0.702989832,0.847240303,0.423269356,0.13118169
0.979760519,0.6779328,0.581042589,0.828520193,0.062565316
0.661862103,0.90892152,0.458733041,0.215731694,0.37845795
0.995738101,0.901329266,0.093648465,0.30182282,0.231040989
0.329340694,0.80467947,0.491552991,0.042471184,0.665480274
0.745527519,0.353195779,0.302326055,0.403259676,0.127039214
0.030565628,0.068855782,0.702176556,0.512373248,0.0667272
0.626502228,0.410620856,0.804207251,0.082670427,0.606387216
0.95709519,0.019920611,0.180725044,0.604884895,0.056664336
0.211970459,0.27384153,0.391337991,0.947393075,0.020467476
0.274909958,0.042360818,0.697413023,0.267711873,0.169680017
0.185347445,0.462515382,0.836368837,0.532435295,0.082630519
0.17524308,0.436725783,0.127334307,0.364439513,0.140629685
0.03768232,0.557581054,0.710044112,0.848877045,0.032023955
0.881708838,0.59214444,0.526659538,0.358796325,0.221174954
0.806683551,0.124179423,0.896393835,0.472162534,0.084501839
0.970187961,0.330205363,0.461127814,0.093498895,0.428693471
0.917918092,0.906955455,0.742923552,0.336600162,0.268945465
0.408993218,0.223360861,0.134055049,0.332356908,0.174498874
0.21204499,0.782792986,0.765610379,0.641858051,0.069745046
0.02407488,0.777009094,0.669574285,0.133764415,0.391467312
0.057784033,0.831630236,0.695147559,0.708195538,0.062350307
0.964202113,0.546245659,0.047301441,0.029479314,0.70554869
0.028357304,0.783352667,0.084569631,0.390134055,0.15725284
0.435100726,0.286904396,0.571008228,0.010830023,0.781971437
0.201298508,0.44652361,0.191028453,0.395430949,0.123745258
0.297906105,0.998414973,0.452940857,0.721895687,0.079040048
0.777176859,0.921173003,0.291779962,0.512621473,0.16233256
0.315106856,0.098114145,0.195961771,0.456663994,0.088939915
0.461410845,0.01156797,0.859581279,0.251844214,0.206152758
0.120486297,0.64295356,0.967182259,0.453565344,0.132064823
0.595691541,0.259497577,0.153320322,0.588510351,0.066732598
0.530615863,0.595828962,0.752072926,0.176247553,0.402506898
0.325798986,0.947709063,0.683403705,0.688121254,0.074931846
0.681808362,0.250457309,0.28666145,0.323749046,0.177966998
0.856244056,0.21174094,0.522620866,0.899164164,0.033273868
0.124623093,0.361294016,0.875025729,0.350735761,0.158937817
0.407723997,0.400951687,0.604170531,0.295212257,0.202902959
0.592371245,0.004958549,0.901084453,0.781566457,0.032859104
0.370947888,0.603390235,0.970976578,0.379000953,0.183352795
0.325961441,0.057690266,0.105911069,0.414349005,0.088157818
0.413173718,0.814635877,0.55609176,0.752872147,0.070212265
0.105395058,0.037449779,0.052114709,0.74836956,0.031880075
0.007157121,0.285020078,0.222678119,0.440017552,0.102697811
0.835855035,0.912362975,0.721296087,0.419870699,0.204413817
0.792128563,0.701444905,0.553790091,0.513099831,0.141494618
0.748574863,0.447100507,0.191785449,0.331279666,0.214052499
0.16724046,0.830266503,0.961447057,0.458172854,0.142239894
0.13013266,0.791203842,0.438488035,0.117970688,0.398955612
0.185546022,0.633271441,0.202615831,0.214208132,0.270788943
0.423538633,0.791497668,0.680389445,0.397259266,0.181776338
0.096885227,0.391916832,0.43353103,0.204819059,0.28276922
0.368598466,0.692448698,0.542960437,0.080946411,0.612856894
0.486341429,0.138359874,0.932313888,0.764509752,0.039229714
0.596060951,0.542474556,0.860229646,0.292281434,0.255738601
0.604668223,0.911666643,0.681093632,0.22800991,0.345967497
0.636080548,0.885403572,0.943274965,0.316476025,0.228291612
0.094089817,0.833780385,0.44420018,0.923454179,0.036737436
0.987787164,0.687591527,0.801105172,0.846500671,0.045650437
0.341810255,0.850559741,0.568054254,0.947825607,0.03549789
0.760670464,0.92041932,0.769294016,0.913786109,0.047683477
0.33695783,0.964247832,0.619682396,0.301495056,0.273162199
0.379251028,0.007086591,0.134412109,0.942092642,0.02200542
0.335121534,0.59662439,0.388577201,0.723964325,0.045827333
0.438829667,0.511090016,0.914571082,0.49512937,0.104555531
0.871465387,0.76305162,0.609051143,0.906988078,0.042897452
0.329020432,0.338129373,0.628020818,0.039149237,0.72561136
0.229591127,0.161654062,0.197224569,0.52723222,0.070025015
0.039817992,0.509225107,0.056305045,0.543649673,0.069938199
0.560118631,0.785046545,0.370567952,0.760337417,0.070356425
0.007917011,0.210298055,0.891341982,0.881093732,0.025910523
0.391645679,0.706117708,0.590548232,0.664083673,0.074157687
0.554346939,0.917386311,0.115070573,0.42929887,0.157893533
0.394818017,0.330915834,0.991918907,0.116143837,0.46247157
0.665523505,0.263498513,0.407159016,0.075759842,0.593577122
0.626885522,0.520086418,0.44412246,0.711937541,0.071553686
0.927795553,0.751559077,0.778297256,0.285740957,0.245050566
0.116068009,0.527702738,0.63889615,0.239713502,0.253517898
0.563567777,0.805485013,0.531798488,0.021128463,0.761054277
0.486909271,0.809767692,0.493456885,0.07611736,0.630621751
0.242708837,0.534173149,0.961866388,0.397000997,0.156878449
0.539124144,0.349872885,0.557757512,0.577841219,0.086399885
0.149275977,0.071144908,0.425538978,0.356728643,0.125405513
0.331561188,0.232601149,0.12462357,0.188328308,0.312670681
0.126450068,0.557244232,0.482927566,0.71648217,0.046267051
0.603679165,0.48891367,0.441535017,0.972326798,0.033439827
0.316276972,0.930061402,0.356835643,0.909357572,0.048991893
0.645351808,0.227811438,0.967649692,0.454221124,0.122851952
0.638459164,0.49325364,0.46649847,0.025473425,0.831728595
0.96020796,0.54471042,0.902030647,0.861947979,0.037478709
0.471779985,0.937323419,0.116714783,0.244699843,0.335230005
0.239322254,0.293878672,0.851130053,0.916815354,0.028162624
0.295323484,0.008923327,0.316598498,0.582545232,0.056748924
0.567479063,0.677612039,0.887183557,0.445400246,0.150932254
0.159786442,0.173618406,0.940141782,0.097333752,0.434084367
0.995640957,0.24499556,0.225568983,0.508794266,0.10301533
0.925718783,0.342952894,0.389251119,0.888693238,0.032121302
0.129275405,0.952042107,0.200905628,0.771088079,0.047288202
0.80736009,0.242618938,0.367713376,0.989023492,0.021394337
0.453346283,0.374660163,0.184933345,0.332496435,0.201741104
0.932488019,0.914412187,0.839401677,0.000768014,0.696200844
0.321157248,0.475371782,0.057972339,0.012888863,0.74379016
0.052628416,0.140716847,0.420208776,0.702113958,0.030820091
0.089568179,0.377013152,0.021924325,0.711312054,0.040438465
0.576545806,0.050526031,0.165434315,0.810637201,0.032618878
0.33750894,0.292376044,0.832392835,0.884266867,0.025014107
0.483752315,0.379141241,0.199555903,0.018933514,0.725970429
0.783259349,0.895337089,0.227075782,0.115236673,0.468840374
0.900165382,0.962634693,0.010012492,0.079968114,0.535729729
0.370910929,0.368908951,0.948290472,0.523724221,0.097439481
0.421269231,0.638267355,0.068530431,0.263794731,0.295482787
0.369490821,0.589318011,0.802514194,0.375631153,0.153007552
0.746645654,0.068084662,0.012368601,0.929964721,0.026453469
0.765166444,0.164839928,0.457956802,0.559174074,0.07421487
0.382879001,0.99763567,0.548247464,0.311564093,0.271750549
0.418298941,0.305732219,0.13543664,0.602444863,0.075210536
0.886978884,0.155299313,0.381197878,0.035730216,0.58788568
0.078535823,0.901119944,0.844782669,0.113947914,0.425812494
0.648504466,0.261084543,0.701194548,0.058744511,0.576632465
0.332062233,0.842500167,0.36071409,0.833968325,0.040482703
0.064282142,0.666581172,0.706040619,0.680031597,0.064966269
0.117129708,0.538533327,0.487191334,0.036278012,0.686510069
0.058413237,0.535508461,0.695329593,0.082345485,0.50080094
0.217653922,0.237207421,0.898665858,0.520463806,0.08295831
0.70905032,0.391626776,0.742912561,0.743233713,0.047204886
0.05014383,0.357176261,0.189612382,0.157975312,0.33050685
0.690837969,0.364066391,0.936965659,0.708240532,0.047836766
0.190139182,0.344257468,0.001582627,0.372210616,0.141978613
0.718395368,0.081917636,0.18613156,0.52964205,0.087319137
0.405166282,0.399528036,0.285421186,0.668889082,0.060088787
0.210889652,0.863286076,0.622236804,0.255484172,0.286004719
0.956808022,0.155062358,0.619337266,0.699682661,0.050649677
0.218293296,0.725832352,0.225199318,0.127484769,0.404913155
0.657667474,0.996790679,0.646327542,0.39758282,0.180141686
0.890934225,0.09579628,0.294159051,0.035447775,0.565031543
0.081943097,0.079657204,0.311185812,0.787214227,0.027918752
0.779982612,0.225563781,0.072190043,0.342219507,0.185326448
0.626507908,0.653872756,0.819652432,0.768542007,0.064399486
0.950269295,0.763919488,0.8309978,0.21627183,0.356431273
0.918180636,0.864276117,0.911623598,0.810370173,0.058825673
0.6257221,0.038140459,0.782007012,0.377122191,0.130830938
0.670969393,0.323353903,0.603942884,0.177047095,0.372290061
0.890473724,0.392228503,0.921934067,0.321135246,0.225614385
0.12766053,0.394840337,0.379078339,0.177063629,0.305405466
0.968321483,0.860377178,0.042577918,0.232865758,0.359869032
0.437050577,0.020204537,0.77193137,0.993801355,0.014121997
0.159157494,0.650356941,0.259095759,0.189545303,0.312408821
0.150574592,0.107702996,0.124145302,0.094417521,0.380135849
0.536183032,0.511698199,0.678295805,0.701351603,0.063324096
0.491082767,0.583441568,0.512267244,0.05017103,0.755668771
0.802327224,0.143024093,0.261531301,0.162259072,0.326218313
0.770111553,0.787276141,0.665226573,0.860896479,0.046232983
0.712670431,0.865780535,0.670686814,0.559225965,0.117879847
0.457698129,0.655698505,0.474756693,0.858491291,0.044298375
0.829596639,0.111382729,0.305780792,0.330645316,0.165697848
0.104992783,0.282369671,0.762159145,0.925422367,0.024252805
0.429019259,0.520083729,0.249653486,0.161164012,0.429869113
0.976755534,0.096339861,0.688139712,0.954573787,0.027833249
0.719745093,0.67011729,0.689978442,0.407846026,0.197070512
0.319782382,0.692777837,0.131301341,0.718943189,0.064459935
0.960871607,0.961825418,0.652532627,0.678571868,0.108283431
0.233697719,0.89786477,0.346523459,0.397214324,0.163111019
0.624559626,0.239874179,0.636244383,0.316312748,0.20142867
0.357950211,0.740973431,0.101176015,0.030727349,0.696141888
0.712648715,0.233122937,0.01078767,0.674027066,0.059722932
0.089369032,0.97678544,0.377444441,0.711778307,0.074002115
0.129734793,0.178697457,0.529893937,0.557396061,0.061226463
0.552715609,0.428883847,0.815880945,0.561696574,0.098878596
0.511549355,0.750687511,0.359244976,0.433766862,0.171431741
0.203092618,0.149098054,0.390554972,0.3057288,0.168403998
0.538330385,0.280676147,0.599058474,0.177242795,0.350860004
0.797839373,0.560108317,0.000323189,0.77013593,0.04873462
0.304358725,0.840373287,0.437334674,0.992041513,0.031844814
0.348081461,0.712407121,0.926479613,0.130130448,0.494726973
0.741701381,0.276956625,0.870960809,0.284104955,0.23752432
0.157907082,0.428948337,0.018895229,0.512226057,0.088993324
0.124282352,0.37184168,0.636874598,0.667750966,0.053812773
0.744321235,0.037531772,0.124650045,0.832416924,0.035032935
0.766884009,0.287088412,0.461400902,0.397596136,0.156184854
0.901961181,0.670273171,0.965921027,0.221484892,0.307153041
0.182099308,0.362941481,0.192992732,0.679905757,0.051388809
0.969892161,0.401210864,0.376696738,0.50267733,0.122097694
0.817866057,0.286678089,0.344684386,0.458971069,0.111286666
0.725556464,0.861421593,0.645816804,0.324033567,0.272780187
0.226243407,0.574307544,0.96647314,0.422082139,0.123314282
0.032000691,0.504819815,0.030770709,0.059175664,0.558542584
0.800813002,0.852374738,0.232716548,0.573193146,0.099444882
0.068045928,0.673232702,0.604985508,0.38290722,0.165857633
0.911822699,0.222220969,0.674887533,0.53429662,0.092967869
0.486596087,0.549300408,0.95160667,0.616118183,0.08485111
0.098938901,0.799307699,0.39769512,0.22567706,0.297227711
0.860826858,0.44380731,0.622373099,0.453747971,0.151666848
0.686997041,0.348979111,0.802275523,0.774447224,0.037908908
0.215128533,0.254495205,0.326299603,0.424341188,0.113064987
0.323631351,0.568758575,0.18379308,0.482639028,0.124913305
0.66029941,0.334781241,0.006657496,0.067401832,0.596394442
0.702127653,0.97223789,0.479013283,0.249331705,0.289162279
0.031595279,0.400019781,0.132332003,0.260115736,0.21697449
0.299695714,0.827215629,0.140186326,0.512577874,0.13105738
0.292401453,0.492147373,0.289998883,0.535850213,0.096204713
0.041512573,0.64561855,0.312049787,0.625863343,0.074437912
0.729093587,0.523791242,0.890363273,0.75685566,0.054884183
0.958551384,0.229813393,0.412178778,0.804400677,0.047357179
0.635218545,0.067686718,0.029459833,0.647930954,0.055570416
0.141516306,0.65610683,0.691922846,0.655033998,0.063679512
0.647468885,0.25438631,0.145948578,0.784373261,0.033502587
0.414118841,0.405172283,0.995508277,0.029568011,0.80900325
0.690256039,0.234207944,0.436463604,0.688032894,0.058418923
0.157351855,0.569410123,0.327717214,0.214775461,0.308771878
0.683744215,0.454944398,0.720537446,0.538960614,0.104041495
0.349308344,0.54525485,0.866452336,0.104236379,0.470987308
0.832782115,0.485190329,0.325852123,0.527557862,0.098079196
0.328547227,0.971966902,0.899665292,0.092904193,0.529098355
0.65826506,0.512009887,0.106068304,0.323177139,0.196880147
0.65283153,0.441858209,0.411176478,0.79227063,0.05286802
0.153401171,0.453868292,0.67017142,0.323459442,0.191242537
0.479420021,0.773519994,0.075981678,0.681707709,0.072294523
0.819331195,0.15128435,0.720703248,0.137389695,0.367009836
0.026449358,0.710749407,0.867510574,0.616361595,0.060154997
0.564211356,0.242777393,0.286171966,0.686056484,0.049010759
0.541327849,0.673780144,0.039716019,0.857510059,0.043799941
0.875203235,0.179236855,0.877508046,0.720032658,0.055261501
0.468440703,0.278450023,0.422351913,0.289924243,0.223083719
0.40629845,0.503294714,0.057000028,0.882080137,0.040973502
0.551921525,0.280373851,0.113795813,0.023671782,0.637319517
0.215966215,0.663901094,0.482803038,0.587077702,0.077335699
0.575943548,0.597114944,0.775469967,0.399951591,0.182067856
0.040111026,0.067844595,0.996194346,0.362227277,0.114160304
0.948068359,0.039304251,0.366652295,0.583863742,0.063574689
0.974285652,0.717282502,0.745198489,0.761749623,0.063906589
0.133894189,0.006868008,0.224842346,0.481982281,0.073525342
0.328649512,0.066107237,0.286340944,0.083780809,0.422285667
0.198726322,0.476111266,0.281280505,0.713088399,0.056492682
0.774433624,0.015908727,0.901439678,0.215587219,0.249967327
0.321071429,0.049120068,0.195667224,0.183761434,0.275709302
0.297854113,0.644999372,0.497917883,0.387950844,0.138357868
0.514548377,0.529515468,0.905731119,0.963679275,0.033966037
0.403791873,0.485860715,0.350836743,0.893382803,0.032117596
0.728317448,0.525030923,0.180719066,0.23965738,0.314359732
0.895830171,0.381667008,0.406592344,0.177438895,0.381422261
0.2983878,0.729272133,0.806253761,0.206695699,0.359970752
0.965001755,0.269526137,0.000399803,0.38807171,0.162720488
0.822511119,0.144398788,0.806854352,0.873326541,0.033572549
0.499151368,0.418113226,0.601720806,0.874477283,0.035001226
0.628681722,0.622555338,0.373503128,0.656033866,0.066089858
0.608332989,0.804532361,0.300525346,0.444303911,0.164481589
0.06394947,0.902542937,0.854986473,0.704257156,0.062007121
0.845475619,0.383261638,0.506282169,0.120684585,0.479787152
0.21162503,0.510137213,0.464176203,0.896955564,0.02972878
0.540950927,0.957846961,0.930009817,0.797956558,0.061345819
0.857423996,0.498070295,0.447792538,0.389399274,0.148959923
0.228105758,0.394516771,0.713393842,0.535264836,0.078731121
0.758633224,0.993320124,0.538116425,0.461897195,0.191681266
0.492343727,0.480796646,0.543545275,0.492866127,0.12773137
0.588678821,0.239499537,0.248236474,0.193136251,0.320857123
0.658710855,0.921488699,0.562106993,0.182945776,0.436593961
0.76199079,0.872636642,0.887942288,0.599155821,0.100119302
0.055047445,0.808055241,0.07716539,0.269348252,0.229775327
0.103436085,0.658122236,0.383062605,0.182144367,0.351704184
0.005366661,0.911044792,0.627109625,0.648317896,0.078989833
0.385960416,0.051282599,0.973348849,0.713788724,0.032894309
0.667214015,0.1688515,0.690345938,0.624100559,0.065839667
0.287215644,0.307367911,0.552518122,0.157782133,0.376649906
0.430785475,0.068050423,0.324578268,0.435034357,0.108199066
0.054324449,0.582011775,0.823247296,0.410234477,0.110107833
0.325437291,0.980753745,0.558384794,0.203736253,0.341547857
0.941992998,0.615467734,0.477294945,0.419082546,0.18195091
0.040785611,0.1325682,0.869733569,0.459181877,0.080126958
0.380164166,0.911773851,0.227556535,0.44430993,0.175850564
0.83963772,0.335953269,0.121073504,0.938495773,0.031049646
0.286104631,0.001970983,0.336994561,0.654820587,0.039618117
0.020679841,0.372160282,0.013641439,0.394917125,0.121486552
0.191596745,0.366665645,0.625509464,0.416610258,0.126267478
0.082150585,0.265081727,0.238528043,0.155301205,0.327709521
0.79321357,0.443276742,0.034476074,0.421124112,0.167198143
0.195148553,0.483958921,0.956245453,0.178960764,0.340754046
0.753082907,0.472037698,0.834833876,0.577763405,0.095778925
0.40540912,0.865578088,0.144100272,0.67708076,0.080522123
0.042775094,0.971080568,0.157136281,0.750950626,0.061118633
0.081154646,0.80554844,0.815634284,0.899686834,0.041263569
0.049877508,0.370522715,0.471466518,0.885320996,0.024108258
0.155209972,0.998988196,0.17515135,0.683252503,0.064885071
0.948261114,0.150949987,0.598883982,0.046936528,0.514915108
0.856156765,0.127528954,0.451691524,0.46635753,0.084099178
0.934001119,0.985791187,0.554332255,0.180499265,0.421353863
0.420407251,0.976546716,0.907164014,0.404839864,0.20671454
0.672949003,0.962969721,0.103049132,0.612101301,0.117885444
0.155201387,0.56469532,0.117459037,0.229467328,0.232511829
0.003744422,0.832570163,0.015991768,0.914899418,0.030459433
0.014967975,0.115011014,0.164066539,0.066393208,0.43744838
0.712817425,0.337667163,0.633592802,0.244567168,0.286279357
0.604597686,0.442615263,0.545434981,0.971835429,0.030162898
0.98190134,0.363690147,0.76522992,0.876117783,0.034286954
0.848754947,0.540438798,0.567895465,0.849083917,0.047031235
